Product Name,GPU Chip,Release Date,Bus,Memory,GPU Clock,Memory Clock,Shaders/TMUs/ROPs
Radeon Pro Vega II Duo,Vega 20,Unknown,PCIe 3.0 x16,"32 GB, HBM2, 4096 bit",1400 MHz,1000 MHz,4096 / 256 / 64
Radeon Pro 5300M,Navi 14,"Nov 13th, 2019",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",1000 MHz,1500 MHz,1280 / 80 / 32
Radeon Pro 5500M,Navi 14,"Nov 13th, 2019",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1000 MHz,1500 MHz,1536 / 96 / 32
Radeon Pro W5300M,Navi 14,"Nov 13th, 2019",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",1000 MHz,1500 MHz,1280 / 80 / 32
Radeon RX 5300M,Navi 14,"Nov 13th, 2019",PCIe 4.0 x8,"3 GB, GDDR6, 96 bit",1000 MHz,1750 MHz,1408 / 88 / 32
Radeon RX Vega 11 Mobile,Picasso,"Oct 22nd, 2019",IGP,System Shared,300 MHz,System Shared,704 / 44 / 8
Radeon Vega 9 Mobile,Picasso,"Oct 22nd, 2019",IGP,System Shared,300 MHz,System Shared,576 / 36 / 8
Radeon E9390 PCIe,Ellesmere,"Oct 15th, 2019",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",713 MHz,1250 MHz,1792 / 112 / 32
Radeon E9560 PCIe,Ellesmere,"Oct 15th, 2019",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1120 MHz,1750 MHz,2304 / 144 / 32
Radeon RX 5300 XT,Navi 14,"Oct 7th, 2019",PCIe 4.0 x8,"4 GB, GDDR5, 128 bit",1670 MHz,1750 MHz,1408 / 88 / 32
Radeon RX 5500 OEM,Navi 14,"Oct 7th, 2019",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",1500 MHz,1750 MHz,1408 / 88 / 32
Radeon RX 5500M,Navi 14,"Oct 7th, 2019",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",1375 MHz,1750 MHz,1408 / 88 / 32
Radeon Vega 11,Picasso,"Sep 30th, 2019",IGP,System Shared,300 MHz,System Shared,704 / 44 / 8
Radeon RX 5700,Navi 10,"Jul 7th, 2019",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1465 MHz,1750 MHz,2304 / 144 / 64
Radeon RX 5700 XT,Navi 10,"Jul 7th, 2019",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1605 MHz,1750 MHz,2560 / 160 / 64
Radeon RX 5700 XT 50th Anniversary,Navi 10,"Jul 7th, 2019",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1680 MHz,1750 MHz,2560 / 160 / 64
Radeon RX Vega 11,Picasso,"Jul 7th, 2019",IGP,System Shared,300 MHz,System Shared,704 / 44 / 8
Radeon Vega 8,Picasso,"Jul 7th, 2019",IGP,System Shared,300 MHz,System Shared,512 / 32 / 8
Radeon Pro WX 3200,Polaris 23,"Jul 2nd, 2019",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1295 MHz,1500 MHz,640 / 32 / 16
Radeon Pro WX 3200 Mobile,Polaris 23,"Jul 2nd, 2019",PCIe 3.0 x8,"4 GB, GDDR5, 128 bit",1082 MHz,1000 MHz,640 / 32 / 16
Radeon Pro Vega II,Vega 20,"Jun 3rd, 2019",PCIe 3.0 x16,"32 GB, HBM2, 4096 bit",1574 MHz,806 MHz,4096 / 256 / 64
Radeon 610 Mobile,Banks,"May 23rd, 2019",PCIe 3.0 x8,"2 GB, GDDR5, 64 bit",1030 MHz,1000 MHz,320 / 20 / 8
Radeon 620 Mobile,Polaris 24,"May 13th, 2019",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",730 MHz,900 MHz,384 / 24 / 8
Radeon 625 Mobile,Polaris 24,"May 13th, 2019",PCIe 3.0 x8,"2 GB, DDR3, 64 bit",730 MHz,900 MHz,384 / 24 / 8
Radeon 630 Mobile,Polaris 23,"May 13th, 2019",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1082 MHz,1500 MHz,512 / 32 / 16
Radeon RX 640 Mobile,Polaris 23,"May 13th, 2019",PCIe 3.0 x8,"2 GB, GDDR5, 64 bit",1082 MHz,1500 MHz,640 / 40 / 16
Radeon Vega 10 Mobile,Picasso,"Apr 8th, 2019",IGP,System Shared,300 MHz,System Shared,640 / 40 / 8
Radeon Vega 8 Mobile,Picasso,"Apr 8th, 2019",IGP,System Shared,300 MHz,System Shared,512 / 32 / 8
Radeon 550X,Lexa,"Mar 27th, 2019",PCIe 3.0 x8,"2 GB, GDDR5, 128 bit",1082 MHz,1750 MHz,512 / 32 / 16
Radeon 540 Mobile,Lexa,"Mar 26th, 2019",PCIe 3.0 x8,"2 GB, GDDR5, 64 bit",1100 MHz,1500 MHz,512 / 32 / 16
Radeon Pro Vega 48,Vega 10,"Mar 19th, 2019",PCIe 3.0 x16,"8 GB, HBM2, 2048 bit",1200 MHz,786 MHz,3072 / 192 / 64
Radeon Pro Vega 64X,Vega 10,"Mar 19th, 2019",PCIe 3.0 x16,"16 GB, HBM2, 2048 bit",1250 MHz,1000 MHz,4096 / 256 / 64
Radeon Pro 570X,Polaris 20,"Mar 18th, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1000 MHz,1700 MHz,1792 / 112 / 32
Radeon Pro 575X,Polaris 20,"Mar 18th, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1096 MHz,1700 MHz,2048 / 128 / 32
Radeon Pro 580X,Ellesmere,"Mar 18th, 2019",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1100 MHz,1710 MHz,2304 / 144 / 32
Radeon RX 560 XT,Ellesmere,"Mar 13th, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 256 bit",1074 MHz,1750 MHz,1792 / 112 / 32
Radeon 540X Mobile,Lexa,"Feb 11th, 2019",PCIe 3.0 x8,"2 GB, GDDR5, 64 bit",980 MHz,1000 MHz,512 / 32 / 16
Radeon VII,Vega 20,"Feb 7th, 2019",PCIe 3.0 x16,"16 GB, HBM2, 4096 bit",1400 MHz,1000 MHz,3840 / 240 / 64
Radeon RX 560X Mobile,Polaris 31,"Jan 9th, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1223 MHz,1750 MHz,896 / 56 / 16
Radeon Vega 10 Mobile,Raven,"Jan 8th, 2019",IGP,System Shared,300 MHz,System Shared,640 / 40 / 8
Radeon Vega 6 Mobile,Raven,"Jan 8th, 2019",IGP,System Shared,300 MHz,System Shared,384 / 24 / 8
Radeon Vega 8 Mobile,Raven,"Jan 8th, 2019",IGP,System Shared,300 MHz,System Shared,512 / 32 / 8
Radeon R7 350 640SP,Cape Verde,"Jan 7th, 2019",PCIe 3.0 x16,"2 GB, GDDR5, 128 bit",925 MHz,1125 MHz,640 / 40 / 16
Iris Plus Graphics 645,Coffee Lake GT3e,"Oct 7th, 2019",Ring Bus,System Shared,300 MHz,System Shared,384 / 48 / 6
UHD Graphics,Amber Lake GT2,"Aug 21st, 2019",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3
UHD Graphics,Comet Lake GT1,"Aug 21st, 2019",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3
UHD Graphics,Comet Lake GT2,"Aug 21st, 2019",Ring Bus,System Shared,300 MHz,System Shared,192 / 24 / 3
Iris Plus Graphics G4,Ice Lake GT1,"May 29th, 2019",Ring Bus,System Shared,300 MHz,System Shared,384 / 24 / 8
UHD Graphics G1,Ice Lake GT1,"May 29th, 2019",Ring Bus,System Shared,300 MHz,System Shared,256 / 16 / 8
Tesla PG500-216,GV100,"Nov 26th, 2019",PCIe 3.0 x16,"32 GB, HBM2, 4096 bit",1260 MHz,1106 MHz,5120 / 320 / 128
Tesla PG503-216,GV100,"Nov 26th, 2019",PCIe 3.0 x16,"32 GB, HBM2, 4096 bit",1312 MHz,1106 MHz,5120 / 320 / 128
Tesla V100 SXM2 16 GB,GV100,"Nov 26th, 2019",PCIe 3.0 x16,"16 GB, HBM2, 4096 bit",1245 MHz,1106 MHz,5120 / 320 / 128
Tesla V100S PCIe 32 GB,GV100,"Nov 26th, 2019",PCIe 3.0 x16,"32 GB, HBM2, 4096 bit",1245 MHz,1106 MHz,5120 / 320 / 128
GeForce GTX 1650 SUPER,TU116,"Nov 22nd, 2019",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1530 MHz,1500 MHz,1280 / 80 / 32
GeForce GTX 1660 SUPER,TU116,"Oct 29th, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",1530 MHz,1750 MHz,1408 / 88 / 48
Switch GPU 16nm,GM20B,"Aug 16th, 2019",IGP,"4 GB, DDR4, 64 bit",384 MHz,1600 MHz,256 / 16 / 16
GeForce RTX 2080 SUPER,TU104,"Jul 23rd, 2019",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1650 MHz,1937 MHz,3072 / 192 / 64
GeForce RTX 2060 SUPER,TU106,"Jul 9th, 2019",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1470 MHz,1750 MHz,2176 / 136 / 64
GeForce RTX 2070 SUPER,TU104,"Jul 9th, 2019",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1605 MHz,1750 MHz,2560 / 160 / 64
Quadro P2200,GP106,"Jun 10th, 2019",PCIe 3.0 x16,"5 GB, GDDR5X, 160 bit",1000 MHz,1251 MHz,1280 / 80 / 40
Quadro RTX 3000 Max-Q,TU106,"May 27th, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",600 MHz,1500 MHz,1920 / 120 / 64
Quadro RTX 3000 Mobile,TU106,"May 27th, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",945 MHz,1750 MHz,1920 / 120 / 64
Quadro RTX 3000 Mobile Refresh,TU106,"May 27th, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",945 MHz,1750 MHz,1920 / 120 / 64
Quadro RTX 4000 Max-Q,TU104,"May 27th, 2019",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",780 MHz,1625 MHz,2560 / 160 / 64
Quadro RTX 4000 Mobile,TU104,"May 27th, 2019",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1110 MHz,1750 MHz,2560 / 160 / 64
Quadro RTX 5000 Max-Q,TU104,"May 27th, 2019",PCIe 3.0 x16,"16 GB, GDDR6, 256 bit",600 MHz,1500 MHz,3072 / 192 / 64
Quadro RTX 5000 Mobile,TU104,"May 27th, 2019",PCIe 3.0 x16,"16 GB, GDDR6, 256 bit",1365 MHz,1750 MHz,3072 / 192 / 64
Quadro T1000 Max-Q,TU117,"May 27th, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",765 MHz,1250 MHz,896 / 56 / 32
Quadro T1000 Mobile,TU117,"May 27th, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1395 MHz,2001 MHz,896 / 56 / 32
Quadro T2000 Max-Q,TU117,"May 27th, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1200 MHz,1751 MHz,1024 / 64 / 32
Quadro T2000 Mobile,TU117,"May 27th, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1575 MHz,2001 MHz,1024 / 64 / 32
Quadro P520 Mobile,GP108,"May 23rd, 2019",PCIe 3.0 x16,"2 GB, GDDR5, 64 bit",1303 MHz,1502 MHz,384 / 24 / 16
GeForce GTX 1650,TU117,"Apr 23rd, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1485 MHz,2001 MHz,896 / 56 / 32
GeForce GTX 1650 Max-Q,TU117,"Apr 23rd, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1020 MHz,1751 MHz,1024 / 64 / 32
GeForce GTX 1650 Mobile,TU117,"Apr 23rd, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1395 MHz,2001 MHz,1024 / 64 / 32
GeForce GTX 1660 Ti Max-Q,TU116,"Apr 23rd, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",1140 MHz,1500 MHz,1536 / 96 / 48
GeForce GTX 1660 Ti Mobile,TU116,"Apr 23rd, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",1455 MHz,1500 MHz,1536 / 96 / 48
GeForce GTX 1660,TU116,"Mar 14th, 2019",PCIe 3.0 x16,"6 GB, GDDR5, 192 bit",1530 MHz,2001 MHz,1408 / 88 / 48
Jetson Nano GPU,GM20B,Mar 2019,IGP,System Shared,640 MHz,System Shared,128 / 16 / 16
GeForce MX150 GP107,GP107,"Feb 23rd, 2019",PCIe 3.0 x4,"2 GB, GDDR5, 64 bit",1469 MHz,1502 MHz,384 / 24 / 16
GeForce GTX 1660 Ti,TU116,"Feb 22nd, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",1500 MHz,1500 MHz,1536 / 96 / 48
GeForce MX230,GP108,"Feb 21st, 2019",PCIe 3.0 x4,"2 GB, GDDR5, 64 bit",1519 MHz,1502 MHz,256 / 16 / 16
GeForce MX250,GP108,"Feb 21st, 2019",PCIe 3.0 x4,"2 GB, GDDR5, 64 bit",1519 MHz,1502 MHz,384 / 24 / 16
Quadro P2000 Mobile,GP106,"Feb 15th, 2019",PCIe 3.0 x16,"3.75 GB, GDDR5, 128 bit",1291 MHz,1502 MHz,1152 / 72 / 32
GeForce GTX 1050 Mobile 3 GB,GP107,"Feb 1st, 2019",PCIe 3.0 x16,"3 GB, GDDR5, 96 bit",1366 MHz,1752 MHz,768 / 48 / 24
GeForce RTX 2060 Max-Q Refresh,TU106B,"Jan 29th, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",960 MHz,1353 MHz,1920 / 120 / 48
GeForce RTX 2060 Mobile,TU106,"Jan 29th, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",960 MHz,1750 MHz,1920 / 120 / 48
GeForce RTX 2060 Mobile Refresh,TU106B,"Jan 29th, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",1005 MHz,1375 MHz,1920 / 120 / 48
GeForce RTX 2070 Max-Q,TU106,"Jan 29th, 2019",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",885 MHz,1500 MHz,2304 / 144 / 64
GeForce RTX 2070 Mobile,TU106,"Jan 29th, 2019",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1215 MHz,1750 MHz,2304 / 144 / 64
GeForce RTX 2080 Max-Q,TU104,"Jan 29th, 2019",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",735 MHz,1500 MHz,2944 / 184 / 64
GeForce RTX 2080 Mobile,TU104,"Jan 29th, 2019",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1380 MHz,1750 MHz,2944 / 184 / 64
P106M,GP106,"Jan 23rd, 2019",PCIe 3.0 x16,"4 GB, GDDR5, 128 bit",1291 MHz,1502 MHz,1152 / 72 / 32
GeForce MX250,GP108B,Unknown,PCIe 3.0 x4,"2 GB, GDDR5, 64 bit",937 MHz,1502 MHz,384 / 24 / 16
GeForce RTX 2060,TU106,"Jan 7th, 2019",PCIe 3.0 x16,"6 GB, GDDR6, 192 bit",1365 MHz,1750 MHz,1920 / 120 / 48
Atari VCS 400 GPU,Banded Kestrel,"Dec 14th, 2020",IGP,"4 GB, DDR4, 128 bit",300 MHz,1200 MHz,192 / 12 / 4
Atari VCS 800 GPU,Banded Kestrel,"Dec 14th, 2020",IGP,"8 GB, DDR4, 128 bit",300 MHz,1200 MHz,192 / 12 / 4
Radeon Pro V520,Navi 12,"Dec 1st, 2020",PCIe 4.0 x16,"8 GB, HBM2, 2048 bit",1000 MHz,1000 MHz,2304 / 144 / 64
Radeon Instinct MI100,Arcturus,"Nov 16th, 2020",PCIe 4.0 x16,"32 GB, HBM2, 4096 bit",1000 MHz,1200 MHz,7680 / 480 / 64
Playstation 5 GPU,Oberon,"Nov 12th, 2020",IGP,"16 GB, GDDR6, 256 bit",2233 MHz,1750 MHz,2304 / 144 / 64
Xbox Series S GPU,Lockhart,"Nov 10th, 2020",IGP,"8 GB, GDDR6, 128 bit",1565 MHz,1750 MHz,1280 / 80 / 32
Xbox Series X GPU,Scarlett,"Nov 10th, 2020",IGP,"10 GB, GDDR6, 320 bit",1825 MHz,1750 MHz,3328 / 208 / 64
Radeon RX 6800,Navi 21,"Oct 28th, 2020",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",1700 MHz,2000 MHz,3840 / 240 / 96
Radeon RX 6800 XT,Navi 21,"Oct 28th, 2020",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",1825 MHz,2000 MHz,4608 / 288 / 128
Radeon RX 6900 XT,Navi 21,"Oct 28th, 2020",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",1825 MHz,2000 MHz,5120 / 320 / 128
Radeon RX 6900 XTX,Navi 21,Never Released,PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",2075 MHz,2250 MHz,5120 / 320 / 128
Radeon Pro 5300,Navi 14,"Aug 4th, 2020",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",1000 MHz,1750 MHz,1280 / 80 / 32
Radeon Pro 5500 XT,Navi 14,"Aug 4th, 2020",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1187 MHz,1750 MHz,1536 / 96 / 32
Radeon Pro 5700,Navi 10,"Aug 4th, 2020",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1243 MHz,1500 MHz,2304 / 144 / 64
Radeon Pro 5700 XT,Navi 10,"Aug 4th, 2020",PCIe 4.0 x16,"16 GB, GDDR6, 256 bit",1243 MHz,1500 MHz,2560 / 160 / 64
Radeon RX 5600M,Navi 10,"Jul 7th, 2020",PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",1035 MHz,1500 MHz,2304 / 144 / 64
Radeon Pro 5600M,Navi 12,"Jun 15th, 2020",PCIe 4.0 x16,"8 GB, HBM2, 2048 bit",1000 MHz,770 MHz,2560 / 160 / 64
Radeon RX 5300,Navi 14,"May 28th, 2020",PCIe 4.0 x8,"3 GB, GDDR6, 96 bit",1327 MHz,1750 MHz,1408 / 88 / 32
Radeon Pro VII,Vega 20,"May 13th, 2020",PCIe 4.0 x16,"16 GB, HBM2, 4096 bit",1400 MHz,1000 MHz,3840 / 240 / 64
AeroBox GPU,Kryptos,"Mar 13th, 2020",IGP,"8 GB, DDR3, 256 bit",935 MHz,1066 MHz,896 / 56 / 16
Radeon RX 590 GME,Polaris 20,"Mar 9th, 2020",PCIe 3.0 x16,"8 GB, GDDR5, 256 bit",1257 MHz,2000 MHz,2304 / 144 / 32
Radeon Graphics 512SP,Renoir,"Mar 7th, 2020",IGP,System Shared,400 MHz,System Shared,512 / 32 / 8
Radeon Graphics 512SP,Renoir,Unknown,IGP,System Shared,400 MHz,System Shared,512 / 32 / 8
Radeon RX 5700M,Navi 10,"Mar 1st, 2020",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1465 MHz,1500 MHz,2304 / 144 / 64
Radeon Pro W5500,Navi 14,"Feb 10th, 2020",PCIe 4.0 x8,"8 GB, GDDR6, 128 bit",1744 MHz,1750 MHz,1408 / 88 / 32
Radeon Pro W5500M,Navi 14,"Feb 10th, 2020",PCIe 4.0 x8,"4 GB, GDDR6, 128 bit",1000 MHz,1750 MHz,1408 / 88 / 32
Radeon RX 5600 OEM,Navi 10,"Jan 21st, 2020",PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",1130 MHz,1500 MHz,2048 / 128 / 64
Radeon RX 5600 XT,Navi 10,"Jan 21st, 2020",PCIe 4.0 x16,"6 GB, GDDR6, 192 bit",1130 MHz,1500 MHz,2304 / 144 / 64
Radeon Graphics 320SP,Renoir,"Jan 6th, 2020",IGP,System Shared,400 MHz,System Shared,320 / 20 / 8
Radeon Graphics 384SP,Renoir,"Jan 6th, 2020",IGP,System Shared,400 MHz,System Shared,384 / 24 / 8
Radeon Graphics 448SP,Renoir,"Jan 6th, 2020",IGP,System Shared,400 MHz,System Shared,448 / 28 / 8
Radeon Vega 3 Mobile,Picasso,"Jan 6th, 2020",IGP,System Shared,300 MHz,System Shared,192 / 12 / 4
H3C XG310,DG1,"Nov 11th, 2020",PCIe 3.0 x16,"8 GB, LPDDR4X, 128 bit",900 MHz,2133 MHz,768 / 48 / 24
Iris Xe MAX Graphics,DG1,"Oct 31st, 2020",PCIe 4.0 x8,"4 GB, LPDDR4X, 128 bit",300 MHz,2133 MHz,768 / 48 / 24
Xe DG1,DG1,Never Released,PCIe 4.0 x8,"4 GB, LPDDR4X, 128 bit",900 MHz,2133 MHz,640 / 40 / 20
Xe DG1-SDV,DG1,Never Released,PCIe 4.0 x8,"8 GB, LPDDR4X, 128 bit",900 MHz,2133 MHz,768 / 48 / 24
Iris Xe Graphics G4,Tiger Lake GT2,"Sep 2nd, 2020",Ring Bus,System Shared,300 MHz,System Shared,384 / 24 / 12
Iris Xe Graphics G7 80EU,Tiger Lake GT2,"Sep 2nd, 2020",Ring Bus,System Shared,300 MHz,System Shared,640 / 40 / 20
Iris Xe Graphics G7 96EU,Tiger Lake GT2,"Sep 2nd, 2020",Ring Bus,System Shared,300 MHz,System Shared,768 / 48 / 24
UHD Graphics G4,Lakefield GT1,"May 28th, 2020",Ring Bus,System Shared,200 MHz,System Shared,384 / 32 / 8
UHD Graphics G7,Lakefield GT2,"May 28th, 2020",Ring Bus,System Shared,200 MHz,System Shared,512 / 32 / 8
UHD Graphics P630,Comet Lake GT2,"May 13th, 2020",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3
UHD Graphics P630,Comet Lake GT2,"May 13th, 2020",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3
Iris Plus Graphics G7,Ice Lake GT2,"May 4th, 2020",Ring Bus,System Shared,300 MHz,System Shared,512 / 32 / 8
UHD Graphics 610,Comet Lake GT1,"Apr 30th, 2020",Ring Bus,System Shared,350 MHz,System Shared,96 / 12 / 2
UHD Graphics 630,Comet Lake GT2,"Apr 30th, 2020",Ring Bus,System Shared,350 MHz,System Shared,192 / 24 / 3
UHD Graphics 630,Comet Lake GT2,"Apr 30th, 2020",Ring Bus,System Shared,350 MHz,System Shared,184 / 23 / 3
T500 Mobile,TU117,"Dec 2nd, 2020",PCIe 3.0 x16,"2 GB, GDDR6, 64 bit",1365 MHz,1250 MHz,896 / 56 / 32
GeForce RTX 3060 Ti,GA104,"Dec 1st, 2020",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1410 MHz,1750 MHz,4864 / 152 / 80
A100 SXM4 80 GB,GA100,"Nov 16th, 2020",PCIe 4.0 x16,"80 GB, HBM2e, 5120 bit",1275 MHz,1593 MHz,6912 / 432 / 160
A40 PCIe,GA102,"Oct 5th, 2020",PCIe 4.0 x16,"48 GB, GDDR6, 384 bit",1305 MHz,1812 MHz,10752 / 336 / 112
RTX A6000,GA102,"Oct 5th, 2020",PCIe 4.0 x16,"48 GB, GDDR6, 384 bit",1410 MHz,2000 MHz,10752 / 336 / 112
GeForce RTX 3070,GA104,"Sep 1st, 2020",PCIe 4.0 x16,"8 GB, GDDR6, 256 bit",1500 MHz,1750 MHz,5888 / 184 / 96
GeForce RTX 3080,GA102,"Sep 1st, 2020",PCIe 4.0 x16,"10 GB, GDDR6X, 320 bit",1440 MHz,1188 MHz,8704 / 272 / 96
GeForce RTX 3090,GA102,"Sep 1st, 2020",PCIe 4.0 x16,"24 GB, GDDR6X, 384 bit",1395 MHz,1219 MHz,10496 / 328 / 112
GeForce MX450 30.5W 10Gbps,TU117,"Aug 25th, 2020",PCIe 4.0 x4,"2 GB, GDDR6, 64 bit",1395 MHz,1250 MHz,896 / 56 / 32
GeForce MX450 30.5W 8Gbps,TU117,"Aug 25th, 2020",PCIe 4.0 x4,"2 GB, GDDR5, 64 bit",1035 MHz,2000 MHz,896 / 56 / 32
GeForce MX450 25W,TU117,"Aug 15th, 2020",PCIe 4.0 x4,"2 GB, GDDR6, 64 bit",720 MHz,1250 MHz,896 / 56 / 32
GRID RTX T10-16,TU102,Unknown,PCIe 3.0 x16,"16 GB, GDDR6, 384 bit",1065 MHz,1575 MHz,4608 / 288 / 96
GRID RTX T10-2,TU102,Unknown,PCIe 3.0 x16,"2 GB, GDDR6, 384 bit",1065 MHz,1750 MHz,4608 / 288 / 96
GRID RTX T10-4,TU102,Unknown,PCIe 3.0 x16,"4 GB, GDDR6, 384 bit",1065 MHz,1750 MHz,4608 / 288 / 96
GRID RTX T10-8,TU102,Unknown,PCIe 3.0 x16,"8 GB, GDDR6, 384 bit",1065 MHz,1750 MHz,4608 / 288 / 96
Quadro RTX 6000 Mobile,TU102,2020,PCIe 3.0 x16,"24 GB, GDDR6, 384 bit",1275 MHz,1750 MHz,4608 / 288 / 96
GeForce GTX 1650 TU116,TU116,"Jul 7th, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1410 MHz,1500 MHz,896 / 56 / 32
A100 PCIe,GA100,"Jun 22nd, 2020",PCIe 4.0 x16,"40 GB, HBM2e, 5120 bit",765 MHz,1215 MHz,6912 / 432 / 160
GeForce GTX 1650 TU106,TU106,"Jun 18th, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1410 MHz,1500 MHz,896 / 56 / 32
Quadro RTX 5000 Mobile Refresh,TU104B,"Jun 8th, 2020",PCIe 3.0 x16,"16 GB, GDDR6, 256 bit",1035 MHz,1750 MHz,3072 / 192 / 64
Quadro T1000 Mobile GDDR6,TU117B,"Jun 8th, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1395 MHz,1500 MHz,896 / 56 / 32
A100 SXM4 40 GB,GA100,"May 14th, 2020",PCIe 4.0 x16,"40 GB, HBM2e, 5120 bit",1095 MHz,1215 MHz,6912 / 432 / 160
GRID A100A,GA100,"May 14th, 2020",PCIe 4.0 x16,"48 GB, HBM2e, 6144 bit",900 MHz,1215 MHz,6912 / 432 / 192
GRID A100B,GA100,"May 14th, 2020",PCIe 4.0 x16,"48 GB, HBM2e, 6144 bit",900 MHz,1215 MHz,6912 / 432 / 192
Jetson Xavier NX GPU,GV10B,"May 14th, 2020",IGP,System Shared,854 MHz,System Shared,384 / 24 / 16
GeForce GTX 1650 Ti Mobile,TU116,"Apr 23rd, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1350 MHz,1500 MHz,1024 / 64 / 32
GeForce GTX 1650 Max-Q,TU117,"Apr 15th, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",930 MHz,1250 MHz,1024 / 64 / 32
GeForce GTX 1650 Mobile,TU117,"Apr 15th, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1380 MHz,1500 MHz,1024 / 64 / 32
GeForce GTX 1650 Ti Max-Q,TU117,"Apr 2nd, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1035 MHz,1250 MHz,1024 / 64 / 32
GeForce GTX 1650 Ti Mobile,TU117,"Apr 2nd, 2020",PCIe 3.0 x16,"4 GB, GDDR6, 128 bit",1350 MHz,1500 MHz,1024 / 64 / 32
GeForce RTX 2070 SUPER Max-Q,TU104,"Apr 2nd, 2020",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",930 MHz,1375 MHz,2560 / 160 / 64
GeForce RTX 2070 SUPER Mobile,TU104,"Apr 2nd, 2020",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",1140 MHz,1750 MHz,2560 / 160 / 64
GeForce RTX 2080 SUPER Max-Q,TU104,"Apr 2nd, 2020",PCIe 3.0 x16,"8 GB, GDDR6, 256 bit",735 MHz,1375 MHz,3072 / 192 / 64
